50,78,65,51,67,48
52,66,44,43,75,71
37,45,76,38,74,46
42,40,33,77,16,85
81,79,69,72,63,73
19,68,35,36,1,61
80,70,31,83,91,59
99,18,20,49,55,98
15,97,84,86,30,96
2,92,11,29,89,94
54,64,14,26,90,13
39,47,82,9,62,22
53,24,60,34,17,4
32,28,41,88,3,25
27,57,6,7,8,23
58,95,5,12,56,93
56,87,66,10,57,69
71,21,72,58,73,43
67,76,61,36,41,75
70,42,45,78,79,59
64,68,40,62,31,55
54,46,82,77,33,80
89,52,99,98,49,53
88,2,63,19,32,1
38,35,39,90,65,12
85,44,16,13,95,84
97,28,30,15,83,86
51,74,91,50,21,17
34,94,60,10,18,4
37,87,92,9,24,29
81,6,5,25,27,26
20,3,22,93,47,48
23,96,8,14,51,7
47,45,11,54,46,57
77,65,69,81,68,37
72,36,55,71,42,78
70,74,84,59,58,73
67,83,38,75,52,88
60,48,33,79,85,49
91,61,2,76,53,63
99,29,41,26,87,1
40,18,95,98,17,15
86,90,16,96,82,14
39,92,97,34,89,19
24,64,12,11,25,43
35,50,28,9,66,56
10,80,30,21,27,3
22,44,5,23,94,6
20,4,8,32,31,62
7,13,37,93,46,50
77,47,72,76,41,34
66,68,65,70,44,71
74,49,45,36,81,75
79,40,83,64,85,69
35,31,73,84,2,30
87,55,98,15,59,27
48,63,86,38,60,19
13,61,51,94,29,39
43,82,92,16,57,78
67,88,80,97,99,1
90,33,3,52,95,91
12,62,89,18,54,93
26,10,17,53,4,96
58,56,32,24,6,14
28,25,42,8,23,21
22,20,5,86,9,11
7,53,73,39,81,52
55,48,57,68,46,63
65,71,70,66,69,77
38,72,36,64,67,34
62,60,75,40,61,78
79,59,85,80,54,51
30,84,74,20,47,21
76,49,89,2,32,19
33,18,17,90,15,16
91,31,41,99,14,44
1,27,56,28,37,13
42,24,97,29,11,92
26,98,94,9,95,45
50,25,3,23,83,35
96,88,43,4,82,22
87,93,5,7,58,24
53,8,10,6,50,12
54,57,37,1,78,47
59,74,43,76,42,75
70,68,33,80,45,40
71,63,62,39,77,38
73,41,65,32,66,87
31,99,29,35,81,67
48,22,60,21,2,55
44,69,18,17,98,19
88,85,15,46,90,83
27,61,92,79,49,86
52,91,58,12,23,97
82,25,10,5,3,4
30,96,13,72,14,64
20,26,84,36,89,94
11,34,56,51,7,6
28,16,52,93,95,9
8,46,70,81,47,75
45,68,41,50,72,43
74,63,83,69,61,42
33,78,53,66,36,30
84,29,65,59,67,76
77,82,62,73,89,88
99,17,51,49,28,98
90,94,97,48,86,18
54,40,2,55,38,60
37,35,16,58,15,11
96,39,20,71,3,12
87,31,23,85,21,10
80,64,95,32,1,93
34,22,13,24,44,92
57,56,79,14,27,19
5,4,91,6,8,9
25,7,26,50,40,1
61,47,68,79,43,59
45,49,48,81,62,70
35,82,73,76,65,42
36,72,39,71,31,69
75,74,78,38,83,67
55,33,77,58,56,34
63,30,53,80,54,99
44,92,19,12,85,2
3,29,15,93,96,94
84,16,57,22,66,51
13,37,14,89,88,86
10,32,11,52,87,97
64,98,46,21,23,91
95,41,24,20,60,26
5,28,18,6,4,25
17,90,27,7,8,9
52,38,43,68,73,46
41,50,74,66,45,54
65,81,49,76,61,39
64,84,40,62,47,63
86,79,59,36,82,78
77,75,34,33,69,18
67,90,2,60,31,70
96,32,71,19,55,98
29,99,20,89,88,30
51,58,16,15,72,92
97,37,1,3,91,87
27,93,12,11,35,26
80,28,94,48,22,14
57,85,56,53,21,17
13,44,42,5,7,83
9,4,6,23,95,25
24,10,50,8,68,48
71,67,47,69,70,38
64,52,79,46,80,73
77,45,27,74,82,66
39,59,75,78,81,62
55,44,72,41,36,57
85,34,37,65,86,61
31,20,16,2,84,15
89,18,99,93,17,51
60,32,88,35,87,13
29,97,76,1,56,12
42,22,53,33,19,11
98,49,63,40,28,90
30,43,94,91,26,3
83,4,54,23,10,14
21,24,25,92,5,58
9,95,8,7,49,96
6,54,53,48,73,55
76,47,66,80,76,74
48,71,1,65,78,53
1008
